Environment,Algorithm,Seed,Current Step,Mean Reward,Standard Deviation Reward,Success Rate,Training Time,Mean Episode Length
Acrobot-v1,ARS,12345,50000,-500.0,0.0,0.0,13.855157613754272,500.0
Acrobot-v1,ARS,12345,55000,-500.0,0.0,0.0,15.211135625839233,500.0
Acrobot-v1,ARS,12345,60000,-500.0,0.0,0.0,16.63153576850891,500.0
Acrobot-v1,ARS,12345,65000,-500.0,0.0,0.0,17.9582359790802,500.0
Acrobot-v1,ARS,12345,70000,-500.0,0.0,0.0,19.249759674072266,500.0
Acrobot-v1,ARS,12345,75000,-500.0,0.0,0.0,20.57474994659424,500.0
Acrobot-v1,ARS,12345,80000,-500.0,0.0,0.0,21.91431736946106,500.0
Acrobot-v1,ARS,12345,85000,-500.0,0.0,0.0,23.318865060806274,500.0
Acrobot-v1,ARS,12345,90000,-500.0,0.0,0.0,24.712692260742188,500.0
Acrobot-v1,ARS,12345,95000,-500.0,0.0,0.0,26.081441640853882,500.0
Acrobot-v1,ARS,12345,100000,-500.0,0.0,0.0,27.378679990768433,500.0
Acrobot-v1,ARS,666,5000,-500.0,0.0,0.0,1.4243531227111816,500.0
Acrobot-v1,ARS,666,10000,-500.0,0.0,0.0,2.8269076347351074,500.0
Acrobot-v1,ARS,666,15000,-500.0,0.0,0.0,4.145685434341431,500.0
Acrobot-v1,ARS,666,20000,-500.0,0.0,0.0,5.596170902252197,500.0
Acrobot-v1,ARS,666,25000,-500.0,0.0,0.0,7.032015800476074,500.0
Acrobot-v1,ARS,666,30000,-500.0,0.0,0.0,8.448239803314209,500.0
Acrobot-v1,ARS,666,35000,-500.0,0.0,0.0,9.847972869873047,500.0
Acrobot-v1,ARS,666,40000,-500.0,0.0,0.0,11.197700262069702,500.0
Acrobot-v1,ARS,666,45000,-500.0,0.0,0.0,12.630055904388428,500.0
Acrobot-v1,ARS,666,50000,-500.0,0.0,0.0,14.090433359146118,500.0
Acrobot-v1,ARS,666,55000,-500.0,0.0,0.0,15.424388647079468,500.0
Acrobot-v1,ARS,666,60000,-500.0,0.0,0.0,16.850468635559082,500.0
Acrobot-v1,ARS,666,65000,-500.0,0.0,0.0,18.632596015930176,500.0
Acrobot-v1,ARS,666,70000,-500.0,0.0,0.0,20.452870845794678,500.0
Acrobot-v1,ARS,666,75000,-500.0,0.0,0.0,21.944565296173096,500.0
Acrobot-v1,ARS,666,80000,-500.0,0.0,0.0,23.325076818466187,500.0
Acrobot-v1,ARS,666,85000,-500.0,0.0,0.0,24.665918588638306,500.0
Acrobot-v1,ARS,666,90000,-500.0,0.0,0.0,26.077095985412598,500.0
Acrobot-v1,ARS,666,95000,-500.0,0.0,0.0,27.44014620780945,500.0
Acrobot-v1,ARS,666,100000,-500.0,0.0,0.0,28.87505054473877,500.0
Acrobot-v1,TRPO,7,5000,-353.4,180.58084062269728,40.0,2.4325509071350098,353.8
Acrobot-v1,TRPO,7,10000,-500.0,0.0,0.0,4.863694190979004,500.0
Acrobot-v1,TRPO,7,15000,-500.0,0.0,0.0,6.913763523101807,500.0
Acrobot-v1,TRPO,7,20000,-406.0,126.79274427190225,40.0,8.92289662361145,406.4
Acrobot-v1,TRPO,7,25000,-79.2,3.370459909270543,100.0,10.880001544952393,80.2
Acrobot-v1,TRPO,7,30000,-74.4,3.3226495451672298,100.0,13.014827966690063,75.4
Acrobot-v1,TRPO,7,35000,-84.6,6.086049621881176,100.0,15.198417663574219,85.6
Acrobot-v1,TRPO,7,40000,-85.6,9.604165762834375,100.0,17.311280965805054,86.6
Acrobot-v1,TRPO,7,45000,-81.2,6.584831053261731,100.0,19.380432605743408,82.2
Acrobot-v1,TRPO,7,50000,-96.0,29.711950457686214,100.0,21.44727396965027,97.0
Acrobot-v1,TRPO,7,55000,-83.4,7.9899937421752725,100.0,23.56484580039978,84.4
Acrobot-v1,TRPO,7,60000,-80.2,7.520638270785266,100.0,25.621297597885132,81.2
Acrobot-v1,TRPO,7,65000,-82.4,4.63033476111609,100.0,27.75863480567932,83.4
Acrobot-v1,TRPO,7,70000,-80.0,7.8230428862431785,100.0,30.13362956047058,81.0
Acrobot-v1,TRPO,7,75000,-78.2,2.4819347291981715,100.0,32.73121356964111,79.2
Acrobot-v1,TRPO,7,80000,-79.2,3.1240998703626612,100.0,34.92314696311951,80.2
Acrobot-v1,TRPO,7,85000,-85.0,7.64198926981712,100.0,37.12524604797363,86.0
Acrobot-v1,TRPO,7,90000,-77.0,8.17312669668102,100.0,39.252084732055664,78.0
Acrobot-v1,TRPO,7,95000,-91.0,17.81010948871455,100.0,41.59999179840088,92.0
Acrobot-v1,TRPO,7,100000,-74.8,3.8157568056677826,100.0,43.798861503601074,75.8
Acrobot-v1,TRPO,42,5000,-500.0,0.0,0.0,2.2020108699798584,500.0
Acrobot-v1,TRPO,42,10000,-500.0,0.0,0.0,4.367209434509277,500.0
Acrobot-v1,TRPO,42,15000,-500.0,0.0,0.0,6.600282669067383,500.0
Acrobot-v1,TRPO,42,20000,-500.0,0.0,0.0,8.761436462402344,500.0
Acrobot-v1,TRPO,42,25000,-168.2,166.0775722365907,80.0,11.026265621185303,169.0
Acrobot-v1,TRPO,42,30000,-79.6,3.720215047547655,100.0,13.227783679962158,80.6
Acrobot-v1,TRPO,42,35000,-125.2,76.89317264881194,100.0,15.366784572601318,126.2
Acrobot-v1,TRPO,42,40000,-78.0,7.014271166700073,100.0,17.535643815994263,79.0
Acrobot-v1,TRPO,42,45000,-82.6,8.138795979750322,100.0,19.725574731826782,83.6
Acrobot-v1,TRPO,42,50000,-103.4,58.37670768380142,100.0,21.892884731292725,104.4
Acrobot-v1,TRPO,42,55000,-83.8,8.23164625090267,100.0,24.071630477905273,84.8
Acrobot-v1,TRPO,42,60000,-108.0,52.61938806181615,100.0,26.306657791137695,109.0
Acrobot-v1,TRPO,42,65000,-87.0,10.714476188783099,100.0,28.453163146972656,88.0
Acrobot-v1,TRPO,42,70000,-80.4,5.986651818838306,100.0,30.550439596176147,81.4
Acrobot-v1,TRPO,42,75000,-78.8,5.3814496188294845,100.0,32.682831048965454,79.8
Acrobot-v1,TRPO,42,80000,-77.8,5.912698199637792,100.0,34.82887649536133,78.8
Acrobot-v1,TRPO,42,85000,-74.6,5.71314274283428,100.0,36.99341917037964,75.6
Acrobot-v1,TRPO,42,90000,-81.8,7.467261881037788,100.0,39.19520354270935,82.8
Acrobot-v1,TRPO,42,95000,-78.2,4.874423042781576,100.0,41.38130593299866,79.2
Acrobot-v1,TRPO,42,100000,-81.4,10.384603988597735,100.0,43.52788710594177,82.4
Acrobot-v1,TRPO,1337,5000,-312.2,154.01870016332433,60.0,2.161827325820923,312.8
Acrobot-v1,TRPO,1337,10000,-83.2,2.5612496949731396,100.0,4.328147649765015,84.2
Acrobot-v1,TRPO,1337,15000,-173.8,163.150727856176,80.0,6.464524507522583,174.6
Acrobot-v1,TRPO,1337,20000,-421.6,156.8,20.0,8.67638635635376,421.8
Acrobot-v1,TRPO,1337,25000,-91.6,20.025983121934363,100.0,10.857390642166138,92.6
Acrobot-v1,TRPO,1337,30000,-99.2,25.419677417308034,100.0,13.054953813552856,100.2
Acrobot-v1,TRPO,1337,35000,-85.2,13.526270735128733,100.0,15.173608779907227,86.2
Acrobot-v1,TRPO,1337,40000,-84.0,16.3707055437449,100.0,17.366071701049805,85.0
Acrobot-v1,TRPO,1337,45000,-76.4,7.709734106958553,100.0,19.498717069625854,77.4
Acrobot-v1,TRPO,1337,50000,-80.0,6.985699678629192,100.0,21.678650617599487,81.0
Acrobot-v1,TRPO,1337,55000,-78.6,4.923413450036469,100.0,23.996938943862915,79.6
Acrobot-v1,TRPO,1337,60000,-82.8,4.445222154178574,100.0,26.217853546142578,83.8
Acrobot-v1,TRPO,1337,65000,-77.6,5.314132102234569,100.0,28.37447738647461,78.6
Acrobot-v1,TRPO,1337,70000,-76.0,19.29766825292631,100.0,30.57802176475525,77.0
Acrobot-v1,TRPO,1337,75000,-94.8,19.487431847218865,100.0,32.75879168510437,95.8
Acrobot-v1,TRPO,1337,80000,-75.0,6.418722614352485,100.0,34.97242498397827,76.0
Acrobot-v1,TRPO,1337,85000,-101.4,59.8284213396944,100.0,37.1557137966156,102.4
Acrobot-v1,TRPO,1337,90000,-78.8,18.08203528367313,100.0,39.313493490219116,79.8
Acrobot-v1,TRPO,1337,95000,-94.4,42.09322985944414,100.0,41.47484612464905,95.4
Acrobot-v1,TRPO,1337,100000,-72.4,6.216108107168021,100.0,43.61105942726135,73.4
Acrobot-v1,TRPO,12345,5000,-255.0,200.1539407556094,60.0,2.119868516921997,255.6
Acrobot-v1,TRPO,12345,10000,-94.8,11.838918869558995,100.0,4.222271919250488,95.8
Acrobot-v1,TRPO,12345,15000,-85.0,5.761944116355173,100.0,6.4055609703063965,86.0
Acrobot-v1,TRPO,12345,20000,-75.0,2.8284271247461903,100.0,8.603124141693115,76.0
Acrobot-v1,TRPO,12345,25000,-76.6,7.391887445030532,100.0,10.74724793434143,77.6
Acrobot-v1,TRPO,12345,30000,-78.8,8.423775875461075,100.0,12.896639347076416,79.8
Acrobot-v1,TRPO,12345,35000,-80.0,5.727128425310541,100.0,15.005977153778076,81.0
Acrobot-v1,TRPO,12345,40000,-87.0,10.917875251164945,100.0,17.107498168945312,88.0
Acrobot-v1,TRPO,12345,45000,-78.0,6.6932802122726045,100.0,19.176877975463867,79.0
Acrobot-v1,TRPO,12345,50000,-89.8,21.54437281519237,100.0,21.379908561706543,90.8
Acrobot-v1,TRPO,12345,55000,-78.8,2.9257477676655586,100.0,23.512348175048828,79.8
Acrobot-v1,TRPO,12345,60000,-73.2,5.035871324805669,100.0,25.69158959388733,74.2
Acrobot-v1,TRPO,12345,65000,-89.0,15.073154945133417,100.0,27.796240091323853,90.0
Acrobot-v1,TRPO,12345,70000,-82.0,6.29285308902091,100.0,29.893537282943726,83.0
Acrobot-v1,TRPO,12345,75000,-86.4,18.7040102651811,100.0,31.949793815612793,87.4
Acrobot-v1,TRPO,12345,80000,-83.8,6.8527366796047255,100.0,34.12011909484863,84.8
Acrobot-v1,TRPO,12345,85000,-86.2,19.103926298015285,100.0,36.32964491844177,87.2
Acrobot-v1,TRPO,12345,90000,-79.8,6.368673331236263,100.0,38.48084330558777,80.8
Acrobot-v1,TRPO,12345,95000,-79.2,6.1773780845922,100.0,40.56779623031616,80.2
Acrobot-v1,TRPO,12345,100000,-79.4,4.841487374764082,100.0,42.653945446014404,80.4
Acrobot-v1,TRPO,666,5000,-216.2,49.680579706762686,100.0,2.178722620010376,217.2
Acrobot-v1,TRPO,666,10000,-179.6,52.49990476181838,100.0,4.277917146682739,180.6
Acrobot-v1,TRPO,666,15000,-113.8,15.879546593023367,100.0,6.471855163574219,114.8
Acrobot-v1,TRPO,666,20000,-104.6,18.607525359380812,100.0,8.626138687133789,105.6
Acrobot-v1,TRPO,666,25000,-98.4,49.95838267998675,100.0,10.778907537460327,99.4
Acrobot-v1,TRPO,666,30000,-80.2,9.325234581499814,100.0,12.886313676834106,81.2
Acrobot-v1,TRPO,666,35000,-79.4,7.059745037889116,100.0,14.984365701675415,80.4
Acrobot-v1,TRPO,666,40000,-73.8,2.7856776554368237,100.0,17.14311170578003,74.8
Acrobot-v1,TRPO,666,45000,-79.0,6.54217089351845,100.0,19.306249856948853,80.0
Acrobot-v1,TRPO,666,50000,-82.4,9.478396488858229,100.0,21.440133094787598,83.4
Acrobot-v1,TRPO,666,55000,-84.4,10.26839812239475,100.0,23.57240056991577,85.4
Acrobot-v1,TRPO,666,60000,-85.4,7.1442284397967,100.0,25.6937153339386,86.4
Acrobot-v1,TRPO,666,65000,-74.0,5.549774770204643,100.0,27.832955837249756,75.0
Acrobot-v1,TRPO,666,70000,-78.6,10.57544325312183,100.0,29.989237308502197,79.6
Acrobot-v1,TRPO,666,75000,-80.6,5.986651818838306,100.0,32.076932191848755,81.6
Acrobot-v1,TRPO,666,80000,-82.0,2.756809750418044,100.0,34.19753456115723,83.0
Acrobot-v1,TRPO,666,85000,-80.2,6.177378084592201,100.0,36.36256718635559,81.2
Acrobot-v1,TRPO,666,90000,-79.2,5.528109984434101,100.0,38.48508024215698,80.2
Acrobot-v1,TRPO,666,95000,-71.0,9.818350166906862,100.0,40.607495069503784,72.0
Acrobot-v1,TRPO,666,100000,-81.2,9.239047569960876,100.0,42.73846197128296,82.2
Acrobot-v1,REINFORCE,7,5000,-500.0,0.0,0.0,2.980459213256836,500.0
Acrobot-v1,REINFORCE,7,10000,-500.0,0.0,0.0,5.966606616973877,500.0
Acrobot-v1,REINFORCE,7,15000,-436.6,126.8,20.0,8.932340383529663,436.8
Acrobot-v1,REINFORCE,7,20000,-175.4,49.22032100667366,100.0,11.89546251296997,176.4
Acrobot-v1,REINFORCE,7,25000,-500.0,0.0,0.0,14.8778817653656,500.0
Acrobot-v1,REINFORCE,7,30000,-500.0,0.0,0.0,17.83056116104126,500.0
Acrobot-v1,REINFORCE,7,35000,-173.2,50.06156210107711,100.0,20.760539770126343,174.2
Acrobot-v1,REINFORCE,7,40000,-500.0,0.0,0.0,23.73215365409851,500.0
Acrobot-v1,REINFORCE,7,45000,-500.0,0.0,0.0,26.70020031929016,500.0
Acrobot-v1,REINFORCE,7,50000,-500.0,0.0,0.0,29.673693418502808,500.0
Acrobot-v1,REINFORCE,7,55000,-500.0,0.0,0.0,32.63364553451538,500.0
Acrobot-v1,REINFORCE,7,60000,-500.0,0.0,0.0,35.640846490859985,500.0
Acrobot-v1,REINFORCE,7,65000,-462.8,74.39999999999999,20.0,38.59468650817871,463.0
Acrobot-v1,REINFORCE,7,70000,-500.0,0.0,0.0,41.57629609107971,500.0
Acrobot-v1,REINFORCE,7,75000,-500.0,0.0,0.0,44.58819270133972,500.0
Acrobot-v1,REINFORCE,7,80000,-500.0,0.0,0.0,47.55397272109985,500.0
Acrobot-v1,REINFORCE,7,85000,-500.0,0.0,0.0,50.58562612533569,500.0
Acrobot-v1,REINFORCE,7,90000,-500.0,0.0,0.0,53.56626868247986,500.0
Acrobot-v1,REINFORCE,7,95000,-500.0,0.0,0.0,56.64191389083862,500.0
Acrobot-v1,REINFORCE,7,100000,-109.8,4.915282290977803,100.0,59.70926570892334,110.8
Acrobot-v1,REINFORCE,42,5000,-500.0,0.0,0.0,3.07523512840271,500.0
Acrobot-v1,REINFORCE,42,10000,-500.0,0.0,0.0,6.035061836242676,500.0
Acrobot-v1,REINFORCE,42,15000,-115.0,18.31938863608718,100.0,9.01506781578064,116.0
Acrobot-v1,REINFORCE,42,20000,-122.8,87.41029687628338,100.0,11.988570928573608,123.8
Acrobot-v1,REINFORCE,42,25000,-184.0,158.75389758994896,80.0,14.938192367553711,184.8
Acrobot-v1,REINFORCE,42,30000,-351.8,181.80693056096624,40.0,17.866045475006104,352.2
Acrobot-v1,REINFORCE,42,35000,-245.4,57.70129981204929,100.0,20.82026243209839,246.4
Acrobot-v1,REINFORCE,42,40000,-500.0,0.0,0.0,23.778421878814697,500.0
Acrobot-v1,REINFORCE,42,45000,-141.4,13.455110553243328,100.0,26.761990785598755,142.4
Acrobot-v1,REINFORCE,42,50000,-431.0,84.55530734377352,40.0,29.810697317123413,431.4
Acrobot-v1,REINFORCE,42,55000,-155.2,33.19277029715959,100.0,32.77308535575867,156.2
Acrobot-v1,REINFORCE,42,60000,-500.0,0.0,0.0,35.76474165916443,500.0
Acrobot-v1,REINFORCE,42,65000,-500.0,0.0,0.0,38.7573344707489,500.0
Acrobot-v1,REINFORCE,42,70000,-500.0,0.0,0.0,41.73677968978882,500.0
Acrobot-v1,REINFORCE,42,75000,-128.2,17.10438540258024,100.0,44.73042273521423,129.2
Acrobot-v1,REINFORCE,42,80000,-500.0,0.0,0.0,47.72691369056702,500.0
Acrobot-v1,REINFORCE,42,85000,-182.6,39.73210288922549,100.0,50.69377398490906,183.6
Acrobot-v1,REINFORCE,42,90000,-407.4,135.58997013053732,40.0,53.62396860122681,407.8
Acrobot-v1,REINFORCE,42,95000,-500.0,0.0,0.0,56.59194898605347,500.0
Acrobot-v1,REINFORCE,42,100000,-112.0,31.496031496047245,100.0,59.583250522613525,113.0
Acrobot-v1,REINFORCE,1337,5000,-500.0,0.0,0.0,2.992030620574951,500.0
Acrobot-v1,REINFORCE,1337,10000,-500.0,0.0,0.0,5.945081472396851,500.0
Acrobot-v1,REINFORCE,1337,15000,-500.0,0.0,0.0,8.894306182861328,500.0
Acrobot-v1,REINFORCE,1337,20000,-173.8,164.01756003550352,80.0,11.833728075027466,174.6
Acrobot-v1,REINFORCE,1337,25000,-500.0,0.0,0.0,14.756915807723999,500.0
Acrobot-v1,REINFORCE,1337,30000,-303.2,160.97005932781414,60.0,17.780990600585938,303.8
Acrobot-v1,REINFORCE,1337,35000,-276.0,116.06377557188117,80.0,20.786736965179443,276.8
Acrobot-v1,REINFORCE,1337,40000,-114.0,14.352700094407323,100.0,23.79402804374695,115.0
Acrobot-v1,REINFORCE,1337,45000,-112.6,54.17600945067844,100.0,26.909934520721436,113.6
Acrobot-v1,REINFORCE,1337,50000,-500.0,0.0,0.0,29.957690477371216,500.0
Acrobot-v1,REINFORCE,1337,55000,-246.0,83.35226451632853,100.0,32.92486381530762,247.0
Acrobot-v1,REINFORCE,1337,60000,-500.0,0.0,0.0,35.93335485458374,500.0
Acrobot-v1,REINFORCE,1337,65000,-93.6,7.1442284397967,100.0,38.8791823387146,94.6
Acrobot-v1,REINFORCE,1337,70000,-96.4,27.81797979724624,100.0,41.83597803115845,97.4
Acrobot-v1,REINFORCE,1337,75000,-500.0,0.0,0.0,44.90625834465027,500.0
Acrobot-v1,REINFORCE,1337,80000,-500.0,0.0,0.0,47.884517669677734,500.0
Acrobot-v1,REINFORCE,1337,85000,-500.0,0.0,0.0,50.85079884529114,500.0
Acrobot-v1,REINFORCE,1337,90000,-252.0,40.982923272992615,100.0,53.830113649368286,253.0
Acrobot-v1,REINFORCE,1337,95000,-500.0,0.0,0.0,56.813024282455444,500.0
Acrobot-v1,REINFORCE,1337,100000,-81.8,14.176036117335482,100.0,59.749391078948975,82.8
Acrobot-v1,REINFORCE,12345,5000,-500.0,0.0,0.0,3.00258469581604,500.0
Acrobot-v1,REINFORCE,12345,10000,-500.0,0.0,0.0,6.080996036529541,500.0
Acrobot-v1,REINFORCE,12345,15000,-500.0,0.0,0.0,9.101932287216187,500.0
Acrobot-v1,REINFORCE,12345,20000,-500.0,0.0,0.0,12.098530769348145,500.0
Acrobot-v1,REINFORCE,12345,25000,-500.0,0.0,0.0,15.036441326141357,500.0
Acrobot-v1,REINFORCE,12345,30000,-500.0,0.0,0.0,18.07477831840515,500.0
Acrobot-v1,REINFORCE,12345,35000,-500.0,0.0,0.0,21.03405237197876,500.0
Acrobot-v1,REINFORCE,12345,40000,-500.0,0.0,0.0,23.966135263442993,500.0
Acrobot-v1,REINFORCE,12345,45000,-500.0,0.0,0.0,26.907575130462646,500.0
Acrobot-v1,REINFORCE,12345,50000,-500.0,0.0,0.0,29.846404314041138,500.0
Acrobot-v1,REINFORCE,12345,55000,-142.0,9.20869154657707,100.0,32.83127808570862,143.0
Acrobot-v1,REINFORCE,12345,60000,-129.4,13.169662106523463,100.0,35.838510036468506,130.4
Acrobot-v1,REINFORCE,12345,65000,-426.2,147.6,20.0,38.786030292510986,426.4
Acrobot-v1,REINFORCE,12345,70000,-105.0,26.17632518135424,100.0,41.75379514694214,106.0
Acrobot-v1,REINFORCE,12345,75000,-371.0,159.66965898379067,40.0,44.71784973144531,371.4
Acrobot-v1,REINFORCE,12345,80000,-234.2,41.39275298889891,100.0,47.694864988327026,235.2
Acrobot-v1,REINFORCE,12345,85000,-500.0,0.0,0.0,50.68439745903015,500.0
Acrobot-v1,REINFORCE,12345,90000,-500.0,0.0,0.0,53.69503045082092,500.0
Acrobot-v1,REINFORCE,12345,95000,-120.2,7.678541528180987,100.0,56.685975551605225,121.2
Acrobot-v1,REINFORCE,12345,100000,-500.0,0.0,0.0,59.66144347190857,500.0
Acrobot-v1,REINFORCE,666,5000,-500.0,0.0,0.0,2.9906115531921387,500.0
Acrobot-v1,REINFORCE,666,10000,-87.8,8.588364221433556,100.0,5.985618829727173,88.8
Acrobot-v1,REINFORCE,666,15000,-363.2,167.60357991403404,40.0,8.937384128570557,363.6
Acrobot-v1,REINFORCE,666,20000,-112.6,33.72595439717014,100.0,11.880203008651733,113.6
Acrobot-v1,REINFORCE,666,25000,-500.0,0.0,0.0,14.832622766494751,500.0
Acrobot-v1,REINFORCE,666,30000,-237.2,137.042183286753,80.0,17.82236909866333,238.0
Acrobot-v1,REINFORCE,666,35000,-500.0,0.0,0.0,20.82573127746582,500.0
Acrobot-v1,REINFORCE,666,40000,-500.0,0.0,0.0,23.84673571586609,500.0
Acrobot-v1,REINFORCE,666,45000,-188.6,157.9095943886881,80.0,26.886680603027344,189.4
Acrobot-v1,REINFORCE,666,50000,-90.6,16.7642476717567,100.0,29.890554904937744,91.6
Acrobot-v1,REINFORCE,666,55000,-500.0,0.0,0.0,32.83395290374756,500.0
Acrobot-v1,REINFORCE,666,60000,-500.0,0.0,0.0,35.794785261154175,500.0
Acrobot-v1,REINFORCE,666,65000,-500.0,0.0,0.0,38.746456146240234,500.0
Acrobot-v1,REINFORCE,666,70000,-452.8,47.83053418058385,60.0,41.694921255111694,453.4
Acrobot-v1,REINFORCE,666,75000,-166.2,27.080620376941145,100.0,44.651850938797,167.2
Acrobot-v1,REINFORCE,666,80000,-75.6,14.582180906846547,100.0,47.5993435382843,76.6
Acrobot-v1,REINFORCE,666,85000,-500.0,0.0,0.0,50.567919969558716,500.0
Acrobot-v1,REINFORCE,666,90000,-185.4,157.5088568938268,80.0,53.497111558914185,186.2
Acrobot-v1,REINFORCE,666,95000,-500.0,0.0,0.0,56.54045653343201,500.0
Acrobot-v1,REINFORCE,666,100000,-500.0,0.0,0.0,59.60699009895325,500.0
MountainCar-v0,A2C,7,5000,-200.0,0.0,0.0,3.070554494857788,200.0
MountainCar-v0,A2C,7,10000,-200.0,0.0,0.0,6.116608619689941,200.0
MountainCar-v0,A2C,7,15000,-200.0,0.0,0.0,9.157493114471436,200.0
MountainCar-v0,A2C,7,20000,-200.0,0.0,0.0,12.200362920761108,200.0
MountainCar-v0,A2C,7,25000,-200.0,0.0,0.0,15.368761777877808,200.0
MountainCar-v0,A2C,7,30000,-200.0,0.0,0.0,18.449926614761353,200.0
MountainCar-v0,A2C,7,35000,-200.0,0.0,0.0,21.600463151931763,200.0
MountainCar-v0,A2C,7,40000,-200.0,0.0,0.0,24.723841190338135,200.0
MountainCar-v0,A2C,7,45000,-200.0,0.0,0.0,27.76841974258423,200.0
MountainCar-v0,A2C,7,50000,-200.0,0.0,0.0,30.928683042526245,200.0
MountainCar-v0,A2C,7,55000,-200.0,0.0,0.0,34.05242371559143,200.0
MountainCar-v0,A2C,7,60000,-200.0,0.0,0.0,37.15415096282959,200.0
MountainCar-v0,A2C,7,65000,-200.0,0.0,0.0,40.263317823410034,200.0
MountainCar-v0,A2C,7,70000,-200.0,0.0,0.0,43.37426972389221,200.0
MountainCar-v0,A2C,7,75000,-200.0,0.0,0.0,46.56951570510864,200.0
MountainCar-v0,A2C,7,80000,-200.0,0.0,0.0,49.69706082344055,200.0
MountainCar-v0,A2C,7,85000,-200.0,0.0,0.0,52.78229260444641,200.0
MountainCar-v0,A2C,7,90000,-200.0,0.0,0.0,55.90765690803528,200.0
MountainCar-v0,A2C,7,95000,-200.0,0.0,0.0,59.075544595718384,200.0
MountainCar-v0,A2C,7,100000,-200.0,0.0,0.0,62.15498065948486,200.0
MountainCar-v0,A2C,42,5000,-200.0,0.0,0.0,3.047210454940796,200.0
MountainCar-v0,A2C,42,10000,-200.0,0.0,0.0,6.106303930282593,200.0
MountainCar-v0,A2C,42,15000,-200.0,0.0,0.0,9.162971258163452,200.0
MountainCar-v0,A2C,42,20000,-200.0,0.0,0.0,12.188573598861694,200.0
MountainCar-v0,A2C,42,25000,-200.0,0.0,0.0,15.337187767028809,200.0
MountainCar-v0,A2C,42,30000,-200.0,0.0,0.0,18.437339544296265,200.0
MountainCar-v0,A2C,42,35000,-200.0,0.0,0.0,21.482419729232788,200.0
MountainCar-v0,A2C,42,40000,-200.0,0.0,0.0,24.555028676986694,200.0
MountainCar-v0,A2C,42,45000,-200.0,0.0,0.0,27.628835439682007,200.0
MountainCar-v0,A2C,42,50000,-200.0,0.0,0.0,30.762780904769897,200.0
MountainCar-v0,A2C,42,55000,-200.0,0.0,0.0,33.9155969619751,200.0
MountainCar-v0,A2C,42,60000,-200.0,0.0,0.0,37.120840072631836,200.0
MountainCar-v0,A2C,42,65000,-200.0,0.0,0.0,40.22147059440613,200.0
MountainCar-v0,A2C,42,70000,-200.0,0.0,0.0,43.321964502334595,200.0
MountainCar-v0,A2C,42,75000,-200.0,0.0,0.0,46.37627077102661,200.0
MountainCar-v0,A2C,42,80000,-200.0,0.0,0.0,49.52969765663147,200.0
MountainCar-v0,A2C,42,85000,-200.0,0.0,0.0,52.59605932235718,200.0
MountainCar-v0,A2C,42,90000,-200.0,0.0,0.0,55.654332637786865,200.0
MountainCar-v0,A2C,42,95000,-200.0,0.0,0.0,58.823840618133545,200.0
MountainCar-v0,A2C,42,100000,-200.0,0.0,0.0,61.85521101951599,200.0
MountainCar-v0,A2C,1337,5000,-200.0,0.0,0.0,3.0472311973571777,200.0
MountainCar-v0,A2C,1337,10000,-200.0,0.0,0.0,6.074367523193359,200.0
MountainCar-v0,A2C,1337,15000,-200.0,0.0,0.0,9.160814046859741,200.0
MountainCar-v0,A2C,1337,20000,-200.0,0.0,0.0,12.26946234703064,200.0
MountainCar-v0,A2C,1337,25000,-200.0,0.0,0.0,15.321636199951172,200.0
MountainCar-v0,A2C,1337,30000,-200.0,0.0,0.0,18.38570737838745,200.0
MountainCar-v0,A2C,1337,35000,-200.0,0.0,0.0,21.436923503875732,200.0
MountainCar-v0,A2C,1337,40000,-200.0,0.0,0.0,24.535797834396362,200.0
MountainCar-v0,A2C,1337,45000,-200.0,0.0,0.0,27.664875745773315,200.0
MountainCar-v0,A2C,1337,50000,-200.0,0.0,0.0,30.797652006149292,200.0
MountainCar-v0,A2C,1337,55000,-200.0,0.0,0.0,33.869524002075195,200.0
MountainCar-v0,A2C,1337,60000,-200.0,0.0,0.0,37.03857374191284,200.0
MountainCar-v0,A2C,1337,65000,-200.0,0.0,0.0,40.13836932182312,200.0
MountainCar-v0,A2C,1337,70000,-200.0,0.0,0.0,43.265241861343384,200.0
MountainCar-v0,A2C,1337,75000,-200.0,0.0,0.0,46.366466999053955,200.0
MountainCar-v0,A2C,1337,80000,-200.0,0.0,0.0,49.4042272567749,200.0
MountainCar-v0,A2C,1337,85000,-200.0,0.0,0.0,52.50385022163391,200.0
MountainCar-v0,A2C,1337,90000,-200.0,0.0,0.0,55.64169120788574,200.0
MountainCar-v0,A2C,1337,95000,-200.0,0.0,0.0,58.840882301330566,200.0
MountainCar-v0,A2C,1337,100000,-200.0,0.0,0.0,61.96312141418457,200.0
MountainCar-v0,A2C,12345,5000,-200.0,0.0,0.0,3.1685988903045654,200.0
MountainCar-v0,A2C,12345,10000,-200.0,0.0,0.0,6.227238178253174,200.0
MountainCar-v0,A2C,12345,15000,-200.0,0.0,0.0,9.295843124389648,200.0
MountainCar-v0,A2C,12345,20000,-200.0,0.0,0.0,12.368443727493286,200.0
MountainCar-v0,A2C,12345,25000,-200.0,0.0,0.0,15.440829753875732,200.0
MountainCar-v0,A2C,12345,30000,-200.0,0.0,0.0,18.529242515563965,200.0
MountainCar-v0,A2C,12345,35000,-200.0,0.0,0.0,21.61137866973877,200.0
MountainCar-v0,A2C,12345,40000,-200.0,0.0,0.0,24.69338083267212,200.0
